Jurisd,Local name,Lang,English Name,Count,Register,Notation,Code,Parent code,,,,
LU,Société privée à responsabilité limitée selon le droit belge,,,1,,,,,,,,
LU,Société responsabilité limité non membre de CEE,,,1,,,,,,,,
LU,Société à Responsabilité Limité (Private Limited Company),,,1,,,,,,,,
LU,Société à Responsabilité Limitée (LLC),,,1,,,,,,,,
LU,Société à Responsabilité Limitée (Sàrl),,,1,,,,,,,,
LU,Société à Responsabilité limitée,,,1,,,,,,,,
LU,Société à Responsabilité limitée de droit étranger,,,1,,,,,,,,
LU,Société à Responsabilitée Limitée,,,1,,,,,,,,
LU,Société à Résponsabilité Limitée,,,1,,,,,,,,
LU,Société à capital actions à but lucratif,,,1,,,,,,,,
LU,Société à reponsabilité limitée,,,1,,,,,,,,
LU,Société à responsabilité illimitée,,,1,,,,,,,,
LU,Société à responsabilité limitée (Limited Company),,,1,,,,,,,,
LU,Société à responsabilité limitée (Limited Liability Company),,,1,,,,,,,,
LU,Société à responsabilité limitée (Sarl),,,1,,,,,,,,
LU,Société à responsabilité limitée de droit Suédois,,,1,,,,,,,,
LU,Société à responsabilité limitée de droit anglais.,,,1,,,,,,,,
LU,Société à responsabilité limitée de droit autrichien,,,1,,,,,,,,
LU,Société à responsabilité limitée de droit néerlandais.,,,1,,,,,,,,
LU,Société à responsabilité limitée de droit étranger,,,1,,,,,,,,
LU,Société à responsabilité limitée de droits portugais,,,1,,,,,,,,
LU,Société à responsabilité limitée unipersonnelle,,,1,,,,,,,,
LU,Spolka z ograniczona odpowiedzialnoscia (S.à r.l.),,,1,,,,,,,,
LU,Sprl,,,1,,,,,,,,
LU,Stiftung & Co. KG,,,1,,,,,,,,
LU,Tietoliikenne Oy,,,1,,,,,,,,
LU,UNIPESSOAL LDA,,,1,,,,,,,,
LU,Uk Limited,,,1,,,,,,,,
LU,Unternehmergesellschaft (haftungsbeschränkt) deutschen Rechts,,,1,,,,,,,,
LU,Z o.o.,,,1,,,,,,,,
LU,besloten vennootschap (société à responsabilité limitée selon le droit néerlandais),,,1,,,,,,,,
LU,besloten vennootschap met beperkte aansprakelijkheit,,,1,,,,,,,,
LU,company limited,,,1,,,,,,,,
LU,company limited by shares équivalente à une société anonyme de droit luxembourgeois,,,1,,,,,,,,
LU,inc,,,1,,,,,,,,
LU,j.d.o.o.,,,1,,,,,,,,
LU,kft. (équivalent à la S.à r.l. luxembourgeoise),,,1,,,,,,,,
LU,limited,,,1,,,,,,,,
LU,limited liability company,,,1,,,,,,,,
LU,limited liability corporation,,,1,,,,,,,,
LU,naamloze vennootschap,,,1,,,,,,,,
LU,naamloze vennootschap (NV),,,1,,,,,,,,
LU,offene Handelsgesellschaft,,,1,,,,,,,,
LU,private company with limited liability,,,1,,,,,,,,
LU,private corporation,,,1,,,,,,,,
LU,private corporation (personne morale de droit privé),,,1,,,,,,,,
LU,public company,,,1,,,,,,,,
LU,rechtsfähige Anstalt des öffentlichen Rechts,,,1,,,,,,,,
LU,s.a.r.l.,,,1,,,,,,,,
LU,s.à r.l.,,,1,,,,,,,,
LU,senc,,,1,,,,,,,,
LU,single member company limited by shares,,,1,,,,,,,,
LU,socciété anonyme,,,1,,,,,,,,
LU,sociedad limitada unipersonal (Sàrl unipersonnelle),,,1,,,,,,,,
LU,sociedade anônima,,,1,,,,,,,,
LU,societas europaea,,,1,,,,,,,,
LU,socitété à responsabilité limitée,,,1,,,,,,,,
LU,société anonyme de droit Suisse,,,1,,,,,,,,
LU,société anonyme de droit espagnol,,,1,,,,,,,,
LU,société anonyme de droit français,,,1,,,,,,,,
LU,société anonyme de droit public,,,1,,,,,,,,
LU,société anonyme européenne de droit belge,,,1,,,,,,,,
LU,société anonyme par actions de droit irlandais,,,1,,,,,,,,
LU,société anonymye,,,1,,,,,,,,
LU,société anonymé,,,1,,,,,,,,
LU,société civile sous forme de société privée à responsabilité limitée,,,1,,,,,,,,
LU,société civile à forme de société privée à responsabilité limitée,,,1,,,,,,,,
LU,société civile à forme de société privée à responsabilitée limitée,,,1,,,,,,,,
LU,société coopérative,,,1,,,,,,,,
LU,société d'exercice libéral à forme anonyme de droit français,,,1,,,,,,,,
LU,société de droit anglais à responsabilité limité par actions,,,1,,,,,,,,
LU,"société de droit espagnole (S.L.), société à responsabilité limitée",,,1,,,,,,,,
LU,société de personnes à responsabilité limitée,,,1,,,,,,,,
LU,société en nom collectif,,,1,,,,,,,,
LU,société en nom collectif (unlimited company),,,1,,,,,,,,
LU,société par action simplifiée,,,1,,,,,,,,
LU,société par actions (corporation),,,1,,,,,,,,
LU,société par actions simplifiées,,,1,,,,,,,,
LU,société par actions à responsabilité limitée,,,1,,,,,,,,
LU,société par quote parts,,,1,,,,,,,,
LU,société privée à résponsabilité limitée,,,1,,,,,,,,
LU,société à respondabilité limitée,,,1,,,,,,,,
LU,société à responsabilité de droit italien,,,1,,,,,,,,
LU,société à responsabilité de droit étranger,,,1,,,,,,,,
LU,société à responsabilité illimitée,,,1,,,,,,,,
LU,société à responsabilité limité,,,1,,,,,,,,
LU,société à responsabilité limitée (Korlatolt Felelossegu Tarsasag),,,1,,,,,,,,
LU,société à responsabilité limitée de droit Polonais,,,1,,,,,,,,
LU,société à responsabilité limitée de droit allemand,,,1,,,,,,,,
LU,société à responsabilité limitée de droit hongrois,,,1,,,,,,,,
LU,société à responsabilité limitée de droit portugais,,,1,,,,,,,,
LU,société à responsabilité limitée de droit suédois,,,1,,,,,,,,
LU,société à responsabilité limitée de droit étranger,,,1,,,,,,,,
LU,société à responsabilité limitée sous forme de société privée,,,1,,,,,,,,
LU,"société à responsabilité limitée, SARL",,,1,,,,,,,,
LU,société à responsabilité par actions de droit anglais,,,1,,,,,,,,
LU,soicété coopérative à responsabilité limitée,,,1,,,,,,,,
LU,spolka z ograniczona odpowiedzialnoscia,,,1,,,,,,,,
LU,unlimited company,,,1,,,,,,,,
LU,« Incorporated » équivalente à une société anonyme de droit luxembourgeois,,,1,,,,,,,,
LU,« Limited Company »,,,1,,,,,,,,
LU,équivalent à SARL,,,1,,,,,,,,
LV,Sabiedrība ar ierobežotu atbildību,,,256834,,,,,,,,
LV,Zemnieku saimniecība,,,38511,,,,,,,,
LV,Individuālais uzņēmums,,,23489,,,,,,,,
LV,Individuālais komersants,,,21587,,,,,,,,
LV,Biedrība,,,21045,,,,,,,,
LV,Masu informācijas līdzeklis,,,5169,,,,,,,,
LV,Kooperatīvā sabiedrība,,,3681,,,,,,,,
LV,Akciju sabiedrība,,,2286,,,,,,,,
LV,Sabiedriskā organizācija,,,2238,,,,,,,,
LV,Ārvalsts komersanta pārstāvniecība,,,2169,,,,,,,,
LV,Filiāle,,,2022,,,,,,,,
LV,Nodibinājums,,,1534,,,,,,,,
LV,Valsts uzņēmums,,,1153,,,,,,,,
LV,Pašvaldības uzņēmums,,,1113,,,,,,,,
LV,Ārvalsts komersanta filiāle,,,863,,,,,,,,
LV,Pilnsabiedrība,,,841,,,,,,,,
LV,Draudze,,,811,,,,,,,,
LV,Paju sabiedrība,,,675,,,,,,,,
LV,Komandītsabiedrība,,,370,,,,,,,,
LV,Katoļu baznīcas publisko tiesību juridiskā persona,,,278,,,,,,,,
LV,Arodbiedrība,,,238,,,,,,,,
LV,Šķīrējtiesa,,,224,,,,,,,,
LV,Līgumsabiedrība ar pilnu atbildību,,,174,,,,,,,,
LV,Draudze (jaunā),,,173,,,,,,,,
LV,Pārstāvniecība,,,156,,,,,,,,
LV,Zvejnieku saimniecība,,,151,,,,,,,,
LV,Kooperatīvo biedrību uzņēmums,,,125,,,,,,,,
LV,Ģimenes uzņēmums,,,102,,,,,,,,
LV,Pārstāvis,,,101,,,,,,,,
LV,Arodbiedrības patstāvīgā vienība,,,82,,,,,,,,
LV,Politiskā partija,,,81,,,,,,,,
LV,Kooperatīvo biedrību savienības uzņēmums,,,78,,,,,,,,
LV,Uzņēmējsabiedrības uzņēmums,,,77,,,,,,,,
LV,Politiska organizācija (partija),,,71,,,,,,,,
LV,Ārvalsts organizācijas pārstāvniecība,,,65,,,,,,,,
LV,Sabiedriskās organizācijas uzņēmums,,,42,,,,,,,,
LV,Iestāde,,,19,,,,,,,,
LV,Kooperatīvo biedrību savienība,,,17,,,,,,,,
LV,Baznīca,,,10,,,,,,,,
LV,Politisko partiju apvienība,,,8,,,,,,,,
LV,Sabiedrība ar papildu atbildību,,,7,,,,,,,,
LV,Eiropas komercsabiedrība,,,6,,,,,,,,
LV,Savienība,,,6,,,,,,,,
LV,Misija,,,4,,,,,,,,
LV,Reliģiskas organizācijas uzņēmums,,,4,,,,,,,,
LV,Arodbiedrību apvienība,,,3,,,,,,,,
LV,Eiropas ekonomisko interešu grupa,,,3,,,,,,,,
LV,Klosteris,,,3,,,,,,,,
LV,Biedrība (rel.),,,2,,,,,,,,
LV,Diecēze,,,2,,,,,,,,
MD,Societate cu răspundere limitată,,,100262,,,,,,,,
MD,Întreprindere individuală,,,87118,,,,,,,,
MD,Societate pe acţiuni de tip închis,,,3112,,,,,,,,
MD,Cooperativă de producţie (inclusiv agricole),,,2151,,,,,,,,
MD,Cooperativă de consum (inclusiv prestarea serviciilor),,,1872,,,,,,,,
MD,Alte forme de asociaţii,,,1503,,,,,,,,
MD,Întreprindere de stat,,,1016,,,,,,,,
MD,Societate pe acţiuni de tip deschis,,,982,,,,,,,,
MD,Întreprindere municipală,,,864,,,,,,,,
MD,Cooperative de întreprinzător,,,356,,,,,,,,
MD,Reprezentanţa întreprinderii nerezidente străine,,,335,,,,,,,,
MD,Societate pe acţiuni,,,309,,,,,,,,
MD,Filiala întreprinderii nerezidente străine,,,269,,,,,,,,
MD,Asociaţia gospodăriilor ţărăneşti (de fermieri),,,192,,,,,,,,
MD,Asociaţie,,,183,,,,,,,,
MD,Societate în nume colectiv,,,183,,,,,,,,
MD,"Întreprindere individuală în agricultură (gospodăria ţărănească, de fermier)",,,138,,,,,,,,
MD,Întreprindere de arendă,,,63,,,,,,,,
MD,Alte organizaţii necomerciale,,,51,,,,,,,,
MD,Colhoz,,,40,,,,,,,,
MD,Instituţie,,,39,,,,,,,,
MD,Cooperative mixte,,,35,,,,,,,,
MD,Societate în comandită,,,31,,,,,,,,
MD,Instituţie privată,,,25,,,,,,,,
MD,Concern,,,15,,,,,,,,
MD,Uniune de persoane juridice,,,11,,,,,,,,
MD,Uniuni de persoane juridice,,,11,,,,,,,,
MD,Întreprindere intergospodărească,,,11,,,,,,,,
MD,Uniune,,,9,,,,,,,,
MD,Alte întreprinderi,,,7,,,,,,,,
MD,Alte uniuni de întreprinderi,,,3,,,,,,,,
MD,Întreprinderea cooperatistă(cooperaţiei de consum),,,3,,,,,,,,
MD,Asociaţie obştească,,,2,,,,,,,,
MD,Mişcare obştească,,,2,,,,,,,,
MD,Activitatea de întreprinzător a persoanei fizice,,,1,,,,,,,,
MD,Alte subdiviziuni,,,1,,,,,,,,
MD,Organizaţie necomercială,,,1,,,,,,,,
ME,DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU,,,46213,,,,,,,,
ME,PREDUZETNIK,,,30076,,,,,,,,
ME,USTANOVA,,,1489,,,,,,,,
ME,ORTAČKO DRUŠTVO,,,861,,,,,,,,
ME,DIO STRANOG DRUŠTVA,,,754,,,,,,,,
ME,AKCIONARSKO DRUŠTVO,,,508,,,,,,,,
ME,NEVLADINA ORGANIZACIJA,,,417,,,,,,,,
ME,ZADRUGA,,,140,,,,,,,,
ME,KOMANDITNO DRUŠTVO,,,75,,,,,,,,
ME,OSTALI OBLICI OBAVLJANJA PRIVREDNE DJELATNOSTI,,,30,,,,,,,,
ME,INVESTICIONI FONDOVI,,,8,,,,,,,,
NL,Besloten Vennootschap,,,1047314,,,,,,,,
NL,Stichting,,,222606,,,,,,,,
NL,Vennootschap Onder Firma,,,52570,,,,,,,,
NL,Commanditaire Vennootschap,,,11920,,,,,,,,
NL,Uitgesloten Aansprakelijkheid,,,9382,,,,,,,,
NL,Naamloze Vennootschap,,,7183,,,,,,,,
NL,Beperkte Aansprakelijkheid,,,2366,,,,,,,,
NL,Wettelijke Aansprakelijkheid,,,2087,,,,,,,,
NO,Enkeltmannsforetak,,,629952,,,,,,,,
NO,Aksjeselskap,,,331213,,,,,,,,
NO,Forening/Lag/Innretning,,,94413,,,,,,,,
NO,Norsk avdeling av utenlandsk foretak,,,32671,,,,,,,,
NO,Ansvarlig selskap med delt ansvar,,,20807,,,,,,,,
NO,Konkursbo,,,19483,,,,,,,,
NO,Eierseksjonsameier,,,18373,,,,,,,,
NO,Ansvarlig selskap,,,15537,,,,,,,,
NO,Borettslag,,,8685,,,,,,,,
NO,Stiftelse,,,7588,,,,,,,,
NO,Annen juridisk person,,,7435,,,,,,,,
NO,Samvirkeforetak,,,5544,,,,,,,,
NO,Tingsrettslig sameie,,,3735,,,,,,,,
NO,Organisasjonsledd,,,2366,,,,,,,,
NO,Begrenset ansvar,,,2051,,,,,,,,
NO,Kirkelig fellesråd,,,1639,,,,,,,,
NO,Kommandittselskap,,,568,,,,,,,,
NO,Administrativ enhet -Offentlig sektor,,,492,,,,,,,,
NO,Verdipapirfond,,,490,,,,,,,,
NO,Kommune,,,432,,,,,,,,
NO,Partrederi,,,303,,,,,,,,
NO,Interkommunalt selskap,,,269,,,,,,,,
NO,Kommunalt foretak,,,235,,,,,,,,
NO,Allment aksjeselskap,,,233,,,,,,,,
NO,Kontorfellesskap,,,153,,,,,,,,
NO,Særskilt oppdelt enhet,,,123,,,,,,,,
NO,Sparebank,,,102,,,,,,,,
NO,Annet foretak iflg. særskilt lov,,,90,,,,,,,,
NO,Pensjonskasse,,,86,,,,,,,,
NO,Andre bo,,,54,,,,,,,,
NO,Boligbyggelag,,,54,,,,,,,,
NO,Gjensidig forsikringsselskap,,,47,,,,,,,,
NO,Enkeltperson registrert i tilknyttet register,,,35,,,,,,,,
NO,Enkeltpersonforetak,,,27,,,,,,,,
NO,Fylke,,,19,,,,,,,,
NO,Stat,,,19,,,,,,,,
NO,Fylkeskommunalt foretak,,,10,,,,,,,,
NO,Statsforetak,,,9,,,,,,,,
NO,Europeisk selskap (Societas Europaea),,,4,,,,,,,,
NO,Forening/lag/innretning,,,4,,,,,,,,
NO,Norskregistrert utenlandsk foretak,,,2,,,,,,,,
NO,Selskap med begrenset ansvar,,,2,,,,,,,,
NO,Andre ikke juridiske personer,,,1,,,,,,,,
PL,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,214088,,,,,,,,
PL,STOWARZYSZENIE,,,62482,,,,,,,,
PL,SPÓŁKA JAWNA,,,39509,,,,,,,,
PL,SPÓŁDZIELNIA,,,13855,,,,,,,,
PL,FUNDACJA,,,12943,,,,,,,,
PL,SPÓŁKA AKCYJNA,,,9667,,,,,,,,
PL,SPÓŁKA KOMANDYTOWA,,,9361,,,,,,,,
PL,ZWIĄZEK ZAWODOWY,,,7686,,,,,,,,
PL,STOWARZYSZENIE KULTURY FIZYCZNEJ,,,5848,,,,,,,,
PL,KÓŁKO ROLNICZE,,,3619,,,,,,,,
PL,SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,,2267,,,,,,,,
PL,ODDZIAŁ ZAGRANICZNEGO PRZEDSIĘBIORCY,,,2088,,,,,,,,
PL,SPÓŁKA PARTNERSKA,,,1891,,,,,,,,
PL,SPÓŁKA KOMANDYTOWO-AKCYJNA,,,1758,,,,,,,,
PL,PRZEDSIĘBIORSTWO PAŃSTWOWE,,,1749,,,,,,,,
PL,ZWIĄZEK SPORTOWY,,,595,,,,,,,,
PL,CECH RZEMIEŚLNICZY,,,483,,,,,,,,
PL,ROLNICZE ZRZESZENIE BRANŻOWE,,,475,,,,,,,,
PL,ZWIĄZEK STOWARZYSZEŃ,,,465,,,,,,,,
PL,ZWIĄZEK PRACODAWCÓW,,,410,,,,,,,,
PL,INNA OSOBA PRAWNA BĘDĄCA ORGANIZACJĄ POŻYTKU PUBLICZNEGO,,,406,,,,,,,,
PL,IZBA GOSPODARCZA,,,379,,,,,,,,
PL,"ZWIĄZKI ROLNIKÓW, KÓŁEK I ORGANIZACJI ROLNICZYCH",,,325,,,,,,,,
PL,STOWARZYSZENIE KULTURY FIZYCZNEJ O ZASIĘGU OGÓLNOKRAJOWYM,,,190,,,,,,,,
PL,JEDNOSTKA BADAWCZO-ROZWOJOWA,,,161,,,,,,,,
PL,INNA ORGANIZACJA SPOŁECZNA LUB ZAWODOWA,,,90,,,,,,,,
PL,ZRZESZENIE HANDLU I USŁUG,,,75,,,,,,,,
PL,INSTYTUT BADAWCZY,,,70,,,,,,,,
PL,PRZEDSIĘBIORSTWO ZAGRANICZNE,,,62,,,,,,,,
PL,ZWIĄZEK ROLNICZYCH ZRZESZEŃ BRANŻOWYCH,,,58,,,,,,,,
PL,POLSKI ZWIĄZEK SPORTOWY,,,56,,,,,,,,
PL,KOŚCIELNA OSOBA PRAWNA BĘDĄCA ORGANIZACJĄ POŻYTKU PUBLICZNEGO,,,53,,,,,,,,
PL,ZRZESZENIE TRANSPORTU,,,51,,,,,,,,
PL,NIE POSIADAJĄCA OSOBOWOŚCI PRAWNEJ INSTYTUCJA KOŚCIELNA BĘDĄCA ORGANIZACJĄ POŻYTKU PUBLICZNEGO,,,49,,,,,,,,
PL,INNA ORGANIZACJA PODMIOTÓW GOSPODARCZYCH,,,37,,,,,,,,
PL,IZBA RZEMIEŚLNICZA,,,35,,,,,,,,
PL,NIE POSIADAJĄCA OSOBOWOŚCI PRAWNEJ ORGANIZACJA POŻYTKU PUBLICZNEGO,,,28,,,,,,,,
PL,OGÓLNOKRAJOWY ZWIĄZEK MIĘDZYBRANŻOWY,,,26,,,,,,,,
PL,KOLUMNA TRANSPORTU SANITARNEGO,,,25,,,,,,,,
PL,FEDERACJA / KONFEDERACJA ZWIĄZKÓW PRACODAWCÓW,,,18,,,,,,,,
PL,INSTYTUCJA GOSPODARKI BUDŻETOWEJ,,,16,,,,,,,,
PL,ZWIĄZEK ZAWODOWY ROLNIKÓW INDYWIDUALNYCH,,,12,,,,,,,,
PL,TOWARZYSTWO UBEZPIECZEŃ WZAJEMNYCH,,,10,,,,,,,,
PL,OGÓLNOKRAJOWE ZRZESZENIE MIĘDZYBRANŻOWE,,,8,,,,,,,,
PL,GŁÓWNY ODDZIAŁ ZAGRANICZNEGO ZAKŁADU UBEZPIECZEŃ,,,4,,,,,,,,
PL,EUROPEJSKIE ZGRUPOWANIE INTERESÓW GOSPODARCZYCH,,,3,,,,,,,,
PL,SPÓŁKA EUROPEJSKA,,,2,,,,,,,,
PL,OGÓLNOKRAJOWA REPREZENTACJA ZRZESZEŃ HANDLU I USŁUG,,,1,,,,,,,,
PL,OGÓLNOKRAJOWA REPREZENTACJA ZRZESZEŃ TRANSPORTU,,,1,,,,,,,,
PL,ZWIĄZEK RZEMIOSŁA POLSKIEGO,,,1,,,,,,,,
RO,Societate cu răspundere limitată,,,1725199,,,,,,,,
RO,Persoana fizica autorizata,,,428128,,,,,,,,
RO,Întreprindere Individuală,,,172126,,,,,,,,
RO,Persoane fizice,,,161080,,,,,,,,
RO,Associate Familial,,,89084,,,,,,,,
RO,Întreprindere Familială,,,40067,,,,,,,,
RO,Societate cu răspundere limitată - debutantă,,,34357,,,,,,,,
RO,Societate în nume colecti,,,25324,,,,,,,,
RO,Societate pe Acţiuni,,,22472,,,,,,,,
RO,Societate în comandită simplă,,,1143,,,,,,,,
RO,Autonomous Corporations,,,364,,,,,,,,
RO,Societate în comandită pe acţiuni,,,7,,,,,,,,
SE,Aktiebolag,,,895030,,,,,,,,
SE,Handelsbolag,,,237510,,,,,,,,
SE,ekonomisk förening,,,17364,,,,,,,,
SE,BKommanditbolag,,,484,,,,,,,,
SI,Družba z omejeno odgovornostjo,,,70519,,,,,,,,
SI,legal entity,,,25397,,,,,,,,
SI,Delniška družba,,,774,,,,,,,,
SI,Družba z neomejeno odgovornostjo,,,635,,,,,,,,
SI,Komanditna družba,,,347,,,,,,,,
SK,Spoločnosť s ručením obmedzeným,,,302224,,,,,,,,
SK,Samostatne podnikajúca fyzická osoba,,,12346,,,,,,,,
SK,Akciová spoločnosť,,,11474,,,,,,,,
SK,Podnik zahraničnej osoby (organizačná zložka podniku zahraničnej osoby),,,3899,,,,,,,,
SK,Družstvo,,,3510,,,,,,,,
SK,Štátny podnik,,,1835,,,,,,,,
SK,Verejná obchodná spoločnosť,,,1727,,,,,,,,
SK,Komanditná spoločnosť,,,1550,,,,,,,,
SK,Obecný podnik,,,269,,,,,,,,
SK,Organizačná zložka podniku,,,268,,,,,,,,
SK,podnik zahraničnej fyzickej osoby,,,220,,,,,,,,
SK,Podnik zahraničnej fyzickej osoby,,,166,,,,,,,,
SK,Európska spoločnosť,,,130,,,,,,,,
SK,Národný výbor,,,111,,,,,,,,
SK,Iná právna forma,,,57,,,,,,,,
SK,organizačná zložka zahraničnej právnickej osoby,,,42,,,,,,,,
SK,Iná právnicka osoba,,,28,,,,,,,,
SK,Organizačná zložka zahraničnej právnickej osoby,,,21,,,,,,,,
SK,Jednoduchá spoločnosť na akcie,,,13,,,,,,,,
SK,Obecný úrad,,,13,,,,,,,,
SK,Organizačná zložka podniku zahraničnej osoby,,,13,,,,,,,,
SK,Európske zoskupenie hospodárskych záujmov,,,10,,,,,,,,
SK,hospodárske zariadenie,,,9,,,,,,,,
SK,Európske družstvo,,,8,,,,,,,,
SK,Organizačná zložka podniku zahraničnej právnickej osoby,,,7,,,,,,,,
SK,organizačná zložka,,,7,,,,,,,,
SK,Podnik,,,6,,,,,,,,
SK,Organizačná zložka zahraničnej osoby,,,4,,,,,,,,
SK,družstvo,,,4,,,,,,,,
SK,organizačná zložka podniku zahraničnej osoby,,,4,,,,,,,,
SK,Organizačná zložka zahraničnej právnickej osoby.,,,3,,,,,,,,
SK,Vnútorná organizačná zložka,,,3,,,,,,,,
SK,Oddiel Po,,,2,,,,,,,,
SK,Organizačná zložka,,,2,,,,,,,,
SK,Organizačná zložka zahraničnej právnickej osoby v zmysle ust. § 21 ods. 4 Zák. č. 513/91 Zb.,,,2,,,,,,,,
SK,Podnik zahraničnej právnickej osoby,,,2,,,,,,,,
SK,Združenie,,,2,,,,,,,,
SK,záujmové združenie,,,2,,,,,,,,
SK,Družstevný podnik,,,1,,,,,,,,
SK,Fyzická zahraničná osoba,,,1,,,,,,,,
SK,Hospodárske zariadenie,,,1,,,,,,,,
SK,Iná právne forma,,,1,,,,,,,,
SK,Iná právnická osoba,,,1,,,,,,,,
SK,Komoditná burza,,,1,,,,,,,,
SK,Miestny národný výbor,,,1,,,,,,,,
SK,Odštepný závod,,,1,,,,,,,,
SK,Organizačná zložka podniku zahraničnej osoby.,,,1,,,,,,,,
SK,Organizačná zložka zahraničnej fyzickej osoby,,,1,,,,,,,,
SK,Organizačná zložka zahraničnej osoby.,,,1,,,,,,,,
SK,Organizačná zložka zahraničnej prácnivkej osoby.,,,1,,,,,,,,
SK,Organizácia,,,1,,,,,,,,
SK,Podnik (organizačná zložka podniku) zahraničnej právnickej osoby so sídlom mimo územia členského štátu európskej únie,,,1,,,,,,,,
SK,Podnik fyzickej zahraničnej fyzickej osoby,,,1,,,,,,,,
SK,Podnik zahraničnej fyzickej odoby,,,1,,,,,,,,
SK,Podnik zahraničnej fyzickej osobe,,,1,,,,,,,,
SK,Podnik zahraničnej fyzickej ososby,,,1,,,,,,,,
SK,Podnik zahraničnej fyzikcej osoby,,,1,,,,,,,,
SK,Podľa zákona č. 468/1991 Zb. o prevádzkovaní rozshlasového a televízneho vysielania vyhláseného v úplnom znení pod č. 268/1993 Z.z.,,,1,,,,,,,,
SK,Právnická osoba zapísaná v súlade so Zák. č. 80/1997 Z.z.,,,1,,,,,,,,
SK,Právnická osoba zriadená zákonom NR SR č. 566/2001 Z.z. o cenných papieroch a investičných službách a o zmene a doplnení niektorých zákonov.,,,1,,,,,,,,
SK,Príspevková organizácia,,,1,,,,,,,,
SK,Rozpočtové a príspevkové organizácie,,,1,,,,,,,,
SK,Slovenská kancelária poisťovateľov bola zriadená zákonom NR SR č. 381/2001 Z.z. o povinnom zmluvnom poistení zodpovednosti za škodu spôsobenú prevádzkou motorového vozidla a o zmene a doplnení niektorých zákonov.,,,1,,,,,,,,
SK,Slovenský rozhlas bol zriadený zákonom č. 619/2003 Z.z. o Slovenskom rozhlase,,,1,,,,,,,,
SK,Verejnoprávna inštitúcia,,,1,,,,,,,,
SK,Vnútorná organizačná jednotka,,,1,,,,,,,,
SK,Zahraničná fyzická osoba,,,1,,,,,,,,
SK,"Zriadený Zákonom Národnej rady Slovenskej republiky č.379/1996 Z.z., ktorý nadobudol účinnosť 1.1.1997.",,,1,,,,,,,,
SK,hospodárska organizácia,,,1,,,,,,,,
SK,neštátny účelový fond zriadený zo zákona,,,1,,,,,,,,
SK,národný podnik,,,1,,,,,,,,
SK,oranizačná zložka zahraničnej právnickej osoby,,,1,,,,,,,,
SK,organizačná zložka zahraničnej osoby,,,1,,,,,,,,
SK,organizačná zložka zahraničnej právnckej osoby,,,1,,,,,,,,
SK,organizačná zložka zahraničnej právnickej osoby v zmysle § 21 ods. 4 Obchodného zákonníka č. 513/1991 Zb. v znení neskorších zmien a doplnkov,,,1,,,,,,,,
SK,"organizačná zložka zahraničnej právnickej osoby,",,,1,,,,,,,,
SK,podnik,,,1,,,,,,,,
SK,podnik (organizačná zložka podniku) zahraničnej fyzickej osoby,,,1,,,,,,,,
SK,podnik fyzickej zahraničnej osoby,,,1,,,,,,,,
SK,podnik zahraičnej fyzikckej osoby,,,1,,,,,,,,
SK,podnik zahraničnej osoby,,,1,,,,,,,,
SK,podnika zahraničnej fyzickej osoby,,,1,,,,,,,,
SK,podnikateľ,,,1,,,,,,,,
SK,podľa zák. č. 70/1998 Z.z. o energetike,,,1,,,,,,,,
SK,podľa zákona č. 70/1998 Z.z. o energetike,,,1,,,,,,,,
SK,právnická osoba zriadená zákonom NR SR č. 118/1996 Z.z. o ochrane vkladov a o zmene a doplnení niektorých zákonov,,,1,,,,,,,,
SK,spoločný podnik,,,1,,,,,,,,
SK,verejno právna inštitúcia v zmysle zákona č.16/2004 Z.z. o Slovenskej televízii,,,1,,,,,,,,
SK,verejnoprávna inštitúcia v zmysle zákona č. 385/2008 Z.z. o Tlačovej agentúre Slovenskej republiky a o zmene niektorých zákonov,,,1,,,,,,,,
SK,Účelový verejnoprávny fond,,,1,,,,,,,,
SK,Štátny peňažný ústav podľa § 36 ods. 1 Zák. č. 21/1992 Zb. o bankách,,,1,,,,,,,,
